document,reference,status,detail,matches
README_EXECUTION.md,scripts/verify_non_hardware_pack.py,ok,file exists and is nonempty,1
README_EXECUTION.md,scripts/verify_release_payload.py,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/nominal_vs_robustness_radius.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/breaking_search.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/bodybreak_minimality_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/SEARCH_COMPARISON_TABLE.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/BODYBREAK_MINIMALITY_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/summary_by_method_bucket.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/learned_outcome_model_eval.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/LEARNED_OUTCOME_MODEL_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/visual_wam_eval.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/visual_wam_rollouts.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/VISUAL_WAM_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/videos/bodyshield_synthetic_*.gif,ok,glob matched 3 file(s),3
reports/CLAIM_LEDGER.md,results/simulation_rollout_videos.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/SIMULATION_ROLLOUT_VIDEOS.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/neural_wam_eval.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/neural_wam_rollouts.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/neural_wam_training_curve.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/NEURAL_WAM_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,configs/real_video_wam_readiness.example.json,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/real_video_wam_readiness.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/REAL_VIDEO_WAM_READINESS.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/mujoco_residual_policy_eval.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/mujoco_residual_policy_rollouts.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/mujoco_residual_policy_gate_ablation.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/MUJOCO_RESIDUAL_POLICY_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/MUJOCO_RESIDUAL_POLICY_GATE_ABLATION_TABLE.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/trajectory_wam_eval.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/trajectory_wam_rollouts.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/TRAJECTORY_WAM_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/corrective_adaptation_eval.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/corrective_adaptation_rollouts.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/CORRECTIVE_ADAPTATION_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,configs/corrective_trace_readiness.example.json,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/corrective_trace_readiness.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/CORRECTIVE_TRACE_READINESS.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/high_fidelity_benchmark.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,configs/external_policy_benchmark.example.json,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/external_policy_benchmark_readiness.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/EXTERNAL_POLICY_BENCHMARK_READINESS.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/oracle_feasibility.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/secondary_metrics_by_method.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/ARTIFACT_MANIFEST.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,release/bodyshield_non_hardware_release.zip,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,release/RELEASE_BUNDLE_MANIFEST.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,release/RELEASE_BUNDLE_CHECKSUMS.txt,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,scripts/verify_release_payload.py,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,scripts/run_release_payload_audit.py,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,scripts/run_release_determinism_audit.py,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,scripts/run_release_runtime_audit.py,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,scripts/run_portable_hygiene_audit.py,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,scripts/run_artifact_inventory_audit.py,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,scripts/run_derived_results_audit.py,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,scripts/run_config_schema_audit.py,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,scripts/run_source_import_audit.py,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,scripts/run_paper_source_audit.py,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/release_payload_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/release_determinism_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/release_runtime_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/portable_hygiene_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/artifact_inventory_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/derived_results_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/evidence_consistency_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/environment_dependency_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/environment_snapshot.json,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/config_schema_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/source_import_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/results_integrity_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/paper_source_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/claim_boundary_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/command_surface_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/visual_artifact_audit.csv,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/RELEASE_PAYLOAD_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/RELEASE_DETERMINISM_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/RELEASE_RUNTIME_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/PORTABLE_HYGIENE_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/ARTIFACT_INVENTORY_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/DERIVED_RESULTS_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/EVIDENCE_CONSISTENCY_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/ENVIRONMENT_DEPENDENCY_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/CONFIG_SCHEMA_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/SOURCE_IMPORT_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/RESULTS_INTEGRITY_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/PAPER_SOURCE_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/CLAIM_BOUNDARY_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/COMMAND_SURFACE_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/VISUAL_ARTIFACT_AUDIT.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/RELEASE_BUNDLE.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,reports/PACK_VERIFICATION.md,ok,file exists and is nonempty,1
reports/CLAIM_LEDGER.md,results/trials.parquet,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/bodybreak_search.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/breaking_search.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/bodybreak_minimality_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/SEARCH_COMPARISON_TABLE.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/BODYBREAK_MINIMALITY_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/bodyshield_repair.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/repair_history.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/METHOD_DELTA_TABLE.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/corrective_adaptation.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/corrective_adaptation_eval.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/corrective_adaptation_rollouts.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/corrective_adaptation_trace_sample.jsonl,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/CORRECTIVE_ADAPTATION_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/corrective_trace_readiness.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,configs/corrective_trace_readiness.example.json,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_corrective_trace_readiness.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/corrective_trace_readiness.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/CORRECTIVE_TRACE_READINESS.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/external_policy_benchmark.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,configs/external_policy_benchmark.example.json,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_external_policy_benchmark.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/external_policy_benchmark_readiness.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/EXTERNAL_POLICY_BENCHMARK_READINESS.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/high_fidelity_learning.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/mujoco_residual_policy_eval.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/mujoco_residual_policy_rollouts.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/mujoco_residual_policy_gate_ablation.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/mujoco_residual_policy_trace_sample.jsonl,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/MUJOCO_RESIDUAL_POLICY_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/MUJOCO_RESIDUAL_POLICY_GATE_ABLATION_TABLE.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/learned_outcome_model.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/learned_outcome_model_eval.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/LEARNED_OUTCOME_MODEL_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/trajectory_wam.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/trajectory_wam_eval.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/trajectory_wam_rollouts.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/trajectory_wam_trace_sample.jsonl,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/TRAJECTORY_WAM_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/visual_wam.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/visual_wam_eval.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/visual_wam_rollouts.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/visual_wam_trace_sample.jsonl,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/VISUAL_WAM_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/real_video_wam_readiness.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,configs/real_video_wam_readiness.example.json,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_real_video_wam_readiness.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/real_video_wam_readiness.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/REAL_VIDEO_WAM_READINESS.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/sim_videos.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/videos/bodyshield_synthetic_*.gif,ok,glob matched 3 file(s),3
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/simulation_rollout_videos.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/SIMULATION_ROLLOUT_VIDEOS.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/neural_wam.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/neural_wam_eval.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/neural_wam_rollouts.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/neural_wam_training_curve.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/NEURAL_WAM_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/summary_by_method_bucket.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/trials.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/oracle_feasibility.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/ORACLE_FEASIBILITY_TABLE.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,paper/bodyshield_non_hardware_draft.pdf,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/CLAIM_LEDGER.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/PREBUTTAL.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/PAPER_REVIEWER_RISK_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/paper_source_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_paper_source_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/paper_source_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/PAPER_SOURCE_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,paper/main.tex,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,paper/references.bib,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/portable_hygiene_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_portable_hygiene_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/portable_hygiene_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/PORTABLE_HYGIENE_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,release/bodyshield_non_hardware_release.zip,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,release/RELEASE_BUNDLE_MANIFEST.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/release_bundle.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/release_payload_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/release_determinism_audit.py,ok,file exists and is nonempty,1
