artifact,check,status,detail,observed,expected
reports/CLAIM_BOUNDARY_AUDIT.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/CLAIM_BOUNDARY_AUDIT.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/CLAIM_BOUNDARY_AUDIT.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/COMMAND_SURFACE_AUDIT.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/COMMAND_SURFACE_AUDIT.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/COMMAND_SURFACE_AUDIT.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/EVIDENCE_CONSISTENCY_AUDIT.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/EVIDENCE_CONSISTENCY_AUDIT.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/EVIDENCE_CONSISTENCY_AUDIT.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/ENVIRONMENT_DEPENDENCY_AUDIT.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/ENVIRONMENT_DEPENDENCY_AUDIT.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/ENVIRONMENT_DEPENDENCY_AUDIT.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/CONFIG_SCHEMA_AUDIT.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/CONFIG_SCHEMA_AUDIT.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/CONFIG_SCHEMA_AUDIT.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/DERIVED_RESULTS_AUDIT.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/DERIVED_RESULTS_AUDIT.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/DERIVED_RESULTS_AUDIT.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/SOURCE_IMPORT_AUDIT.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/SOURCE_IMPORT_AUDIT.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/SOURCE_IMPORT_AUDIT.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/RESULTS_INTEGRITY_AUDIT.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/RESULTS_INTEGRITY_AUDIT.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/RESULTS_INTEGRITY_AUDIT.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/PAPER_SOURCE_AUDIT.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/PAPER_SOURCE_AUDIT.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/PAPER_SOURCE_AUDIT.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/PORTABLE_HYGIENE_AUDIT.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/PORTABLE_HYGIENE_AUDIT.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],0,0
reports/PORTABLE_HYGIENE_AUDIT.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],0,0
reports/VISUAL_ARTIFACT_AUDIT.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/VISUAL_ARTIFACT_AUDIT.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/VISUAL_ARTIFACT_AUDIT.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/RELEASE_PAYLOAD_AUDIT.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/RELEASE_PAYLOAD_AUDIT.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],0,0
reports/RELEASE_PAYLOAD_AUDIT.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],0,0
reports/RELEASE_DETERMINISM_AUDIT.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/RELEASE_DETERMINISM_AUDIT.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],0,0
reports/RELEASE_DETERMINISM_AUDIT.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],0,0
reports/RELEASE_RUNTIME_AUDIT.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/RELEASE_RUNTIME_AUDIT.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],0,0
reports/RELEASE_RUNTIME_AUDIT.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],0,0
reports/PACK_VERIFICATION.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/PACK_VERIFICATION.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],0,0
reports/PACK_VERIFICATION.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],0,0
reports/METHOD_DELTA_TABLE.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/METHOD_DELTA_TABLE.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/METHOD_DELTA_TABLE.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/LEARNED_OUTCOME_MODEL_INTERPRETATION.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/LEARNED_OUTCOME_MODEL_INTERPRETATION.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/LEARNED_OUTCOME_MODEL_INTERPRETATION.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/VISUAL_WAM_INTERPRETATION.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/VISUAL_WAM_INTERPRETATION.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/VISUAL_WAM_INTERPRETATION.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/SIMULATION_ROLLOUT_VIDEOS.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/SIMULATION_ROLLOUT_VIDEOS.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/SIMULATION_ROLLOUT_VIDEOS.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/NEURAL_WAM_INTERPRETATION.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/NEURAL_WAM_INTERPRETATION.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/NEURAL_WAM_INTERPRETATION.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/REAL_VIDEO_WAM_READINESS.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/REAL_VIDEO_WAM_READINESS.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/REAL_VIDEO_WAM_READINESS.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/MUJOCO_RESIDUAL_POLICY_INTERPRETATION.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/MUJOCO_RESIDUAL_POLICY_INTERPRETATION.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/MUJOCO_RESIDUAL_POLICY_INTERPRETATION.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/MUJOCO_RESIDUAL_POLICY_GATE_ABLATION_TABLE.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/MUJOCO_RESIDUAL_POLICY_GATE_ABLATION_TABLE.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/MUJOCO_RESIDUAL_POLICY_GATE_ABLATION_TABLE.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/EXTERNAL_POLICY_BENCHMARK_READINESS.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/EXTERNAL_POLICY_BENCHMARK_READINESS.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/EXTERNAL_POLICY_BENCHMARK_READINESS.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/TRAJECTORY_WAM_INTERPRETATION.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/TRAJECTORY_WAM_INTERPRETATION.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/TRAJECTORY_WAM_INTERPRETATION.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/CORRECTIVE_ADAPTATION_INTERPRETATION.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/CORRECTIVE_ADAPTATION_INTERPRETATION.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/CORRECTIVE_ADAPTATION_INTERPRETATION.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/CORRECTIVE_TRACE_READINESS.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/CORRECTIVE_TRACE_READINESS.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/CORRECTIVE_TRACE_READINESS.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/MUJOCO_PLANAR_METHOD_SUMMARY_TABLE.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/MUJOCO_PLANAR_METHOD_SUMMARY_TABLE.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/MUJOCO_PLANAR_METHOD_SUMMARY_TABLE.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
reports/MUJOCO_PLANAR_PROBE_TABLE.md,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
reports/MUJOCO_PLANAR_PROBE_TABLE.md,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
reports/MUJOCO_PLANAR_PROBE_TABLE.md,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/trials.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/trials.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/trials.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/bodybreak_minimality_audit.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/bodybreak_minimality_audit.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/bodybreak_minimality_audit.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/visual_wam_rollouts.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/visual_wam_rollouts.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/visual_wam_rollouts.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/simulation_rollout_videos.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/simulation_rollout_videos.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/simulation_rollout_videos.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/neural_wam_rollouts.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/neural_wam_rollouts.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/neural_wam_rollouts.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/real_video_wam_readiness.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/real_video_wam_readiness.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/real_video_wam_readiness.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/mujoco_residual_policy_rollouts.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/mujoco_residual_policy_rollouts.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/mujoco_residual_policy_rollouts.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/mujoco_residual_policy_gate_ablation.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/mujoco_residual_policy_gate_ablation.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/mujoco_residual_policy_gate_ablation.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/external_policy_benchmark_readiness.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/external_policy_benchmark_readiness.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/external_policy_benchmark_readiness.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/trajectory_wam_rollouts.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/trajectory_wam_rollouts.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/trajectory_wam_rollouts.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/corrective_adaptation_rollouts.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/corrective_adaptation_rollouts.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/corrective_adaptation_rollouts.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/corrective_trace_readiness.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/corrective_trace_readiness.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/corrective_trace_readiness.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/artifact_inventory_audit.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/artifact_inventory_audit.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],0,0
results/artifact_inventory_audit.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],0,0
results/claim_boundary_audit.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/claim_boundary_audit.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/claim_boundary_audit.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/command_surface_audit.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/command_surface_audit.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/command_surface_audit.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/config_schema_audit.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/config_schema_audit.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/config_schema_audit.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/derived_results_audit.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/derived_results_audit.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/derived_results_audit.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/source_import_audit.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/source_import_audit.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/source_import_audit.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/results_integrity_audit.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/results_integrity_audit.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/results_integrity_audit.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/paper_source_audit.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/paper_source_audit.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/paper_source_audit.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/portable_hygiene_audit.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/portable_hygiene_audit.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],0,0
results/portable_hygiene_audit.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],0,0
results/visual_artifact_audit.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/visual_artifact_audit.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/visual_artifact_audit.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/release_payload_audit.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/release_payload_audit.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],0,0
results/release_payload_audit.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],0,0
results/release_determinism_audit.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/release_determinism_audit.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],0,0
results/release_determinism_audit.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],0,0
results/release_runtime_audit.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/release_runtime_audit.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],0,0
results/release_runtime_audit.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],0,0
results/high_fidelity_benchmark.csv,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,1,1
results/high_fidelity_benchmark.csv,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],1,1
results/high_fidelity_benchmark.csv,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],1,1
results/videos/bodyshield_synthetic_*.gif,documented_output_exists_nonempty,pass,README_EXECUTION.md reference exists and is nonempty,3,3
results/videos/bodyshield_synthetic_*.gif,documented_output_in_artifact_manifest_when_eligible,pass,README_EXECUTION.md reference artifact_manifest_missing=[],3,3
results/videos/bodyshield_synthetic_*.gif,documented_output_in_release_manifest_when_eligible,pass,README_EXECUTION.md reference release_manifest_missing=[],3,3
